Date Time,ESZ8,Open,High,Low,Last,Volume,Open Interest,range,Over_50_points
2013-11-27,ESZ8,1713.75,1719.25,1713.0,1716.0,849593,2795281,6.25,False
2013-11-29,ESZ8,1716.25,1724.25,1714.5,1715.75,818602,2799542,9.75,False
2013-12-02,ESZ8,1718.0,1720.75,1708.75,1711.5,1330983,2803471,12.0,False
2013-12-03,ESZ8,1712.0,1713.5,1698.0,1703.25,1727930,2777349,15.5,False
2013-12-04,ESZ8,1703.75,1711.25,1689.5,1703.5,2107738,2777689,21.75,False
2013-12-05,ESZ8,1704.25,1706.0,1693.75,1695.75,1576138,2759983,12.25,False
2013-12-06,ESZ8,1696.25,1717.75,1696.0,1716.75,1757106,2707260,21.75,False
2013-12-09,ESZ8,1718.25,1723.25,1716.5,1720.75,1060287,2691899,6.75,False
2013-12-10,ESZ8,1721.0,1723.25,1712.75,1714.75,1174676,2638302,10.5,False
2013-12-11,ESZ8,1716.0,1719.75,1691.0,1692.5,2004200,2401923,28.75,False
2013-12-12,ESZ8,1692.25,1695.75,1683.5,1686.5,833656,957167,12.25,False
2013-12-13,ESZ8,1685.0,1694.75,1683.5,1686.5,1558496,1445598,11.25,False
2013-12-16,ESZ8,1686.5,1704.25,1672.0,1698.25,1793231,1895612,32.25,False
2013-12-17,ESZ8,1696.25,1700.5,1688.25,1691.0,1826251,2327433,12.25,False
2013-12-18,ESZ8,1690.0,1724.75,1678.75,1722.75,2702375,2580060,46.0,False
2013-12-19,ESZ8,1722.0,1724.75,1713.0,1720.0,1516505,2658894,11.75,False
2013-12-20,ESZ8,1720.5,1736.0,1720.5,1732.5,1356110,2720791,15.5,False
2013-12-23,ESZ8,1735.0,1742.5,1734.75,1740.75,737153,2734782,7.75,False
2013-12-24,ESZ8,1740.75,1747.5,1738.5,1747.0,314408,2745200,9.0,False
2013-12-26,ESZ8,1748.0,1755.75,1747.75,1754.5,438937,2758851,8.0,False
2013-12-27,ESZ8,1754.5,1758.0,1751.25,1754.5,622702,2765187,6.75,False
2013-12-30,ESZ8,1754.0,1756.5,1751.5,1752.75,581577,2754443,5.0,False
2013-12-31,ESZ8,1753.5,1764.5,1752.25,1759.0,653055,2782880,12.25,False
2014-01-02,ESZ8,1755.75,1758.75,1739.75,1744.5,1243227,2781562,19.0,False
2014-01-03,ESZ8,1745.25,1751.0,1738.5,1743.5,961601,2779107,12.5,False
2014-01-06,ESZ8,1742.0,1750.5,1735.25,1738.75,1369207,2766711,15.25,False
2014-01-07,ESZ8,1737.75,1752.75,1737.5,1748.75,1162443,2775966,15.25,False
2014-01-08,ESZ8,1748.75,1752.75,1743.5,1750.5,1330414,2781053,9.25,False
2014-01-09,ESZ8,1749.75,1757.0,1742.25,1751.0,1324605,2794685,14.75,False
2014-01-10,ESZ8,1751.25,1760.5,1744.25,1755.75,1455887,2818929,16.25,False
2014-01-13,ESZ8,1756.5,1756.75,1727.5,1733.0,1710408,2842950,29.25,False
2014-01-14,ESZ8,1733.75,1752.25,1730.75,1751.0,1595178,2868227,21.5,False
2014-01-15,ESZ8,1751.0,1763.75,1749.5,1759.5,1260095,2875586,14.25,False
2014-01-16,ESZ8,1759.5,1761.75,1752.5,1754.25,952497,2878637,9.25,False
2014-01-17,ESZ8,1756.0,1760.75,1747.25,1752.25,1182782,2855526,13.5,False
2014-01-21,ESZ8,1752.0,1762.0,1744.25,1756.5,1329662,2852205,17.75,False
2014-01-22,ESZ8,1755.5,1761.25,1752.75,1756.5,941604,2848291,8.5,False
2014-01-23,ESZ8,1757.0,1762.0,1731.75,1742.25,1815516,2873168,30.25,False
2014-01-24,ESZ8,1742.0,1746.0,1698.0,1700.0,2566321,2894357,48.0,False
2014-01-27,ESZ8,1699.75,1710.0,1685.0,1693.75,2776036,2881669,25.0,False
2014-01-28,ESZ8,1689.25,1715.0,1689.0,1706.25,1726338,2884678,26.0,False
2014-01-29,ESZ8,1714.0,1719.25,1682.0,1689.25,2740741,2915163,37.25,False
2014-01-30,ESZ8,1688.0,1711.75,1685.75,1699.25,1824579,2882901,26.0,False
2014-01-31,ESZ8,1701.5,1706.25,1679.25,1694.5,2389820,2910899,27.0,False
2014-02-03,ESZ8,1695.5,1701.75,1650.25,1650.75,3026524,2974534,51.5,True
2014-02-04,ESZ8,1656.25,1671.5,1652.0,1661.75,2325416,2944236,19.5,False
2014-02-05,ESZ8,1662.25,1668.75,1650.0,1662.0,2075514,2948425,18.75,False
2014-02-06,ESZ8,1662.75,1687.75,1662.0,1684.5,1739245,2948744,25.75,False
2014-02-07,ESZ8,1686.0,1712.0,1676.25,1711.5,2344919,2981889,35.75,False
2014-02-10,ESZ8,1711.0,1714.0,1704.25,1712.75,1148560,2990620,9.75,False
2014-02-11,ESZ8,1713.25,1737.5,1712.25,1731.5,1764385,3016462,25.25,False
2014-02-12,ESZ8,1731.25,1741.25,1729.25,1735.0,1385941,3033223,12.0,False
2014-02-13,ESZ8,1734.75,1745.0,1720.25,1742.25,1645236,3053239,24.75,False
2014-02-14,ESZ8,1741.75,1756.75,1734.0,1753.0,1365228,3062413,22.75,False
2014-02-18,ESZ8,1751.5,1758.25,1749.5,1755.5,1210508,3091043,8.75,False
2014-02-19,ESZ8,1755.25,1762.5,1741.25,1743.5,1771087,3119786,21.25,False
2014-02-20,ESZ8,1744.0,1758.25,1735.25,1754.25,1608588,3137291,23.0,False
2014-02-21,ESZ8,1754.0,1762.0,1750.75,1752.25,1316655,3158062,11.25,False
2014-02-24,ESZ8,1753.25,1774.75,1747.25,1764.0,1612323,3131431,27.5,False
2014-02-25,ESZ8,1762.75,1769.0,1755.25,1764.25,1566204,3108523,13.75,False
2014-02-26,ESZ8,1765.5,1771.25,1756.0,1760.0,1464320,3111778,15.25,False
2014-02-27,ESZ8,1761.75,1773.75,1750.75,1772.0,1615828,3122222,23.0,False
2014-02-28,ESZ8,1772.5,1784.5,1763.25,1775.5,2106508,3110444,21.25,False
2014-03-03,ESZ8,1764.0,1767.5,1750.25,1761.0,2376689,3165575,17.25,False
2014-03-04,ESZ8,1761.75,1792.75,1761.5,1789.5,1750397,3183505,31.25,False
2014-03-05,ESZ8,1788.75,1793.5,1785.75,1790.5,1254803,3181131,7.75,False
2014-03-06,ESZ8,1791.75,1799.0,1789.0,1794.25,1283006,3146004,10.0,False
2014-03-07,ESZ8,1794.25,1805.5,1787.25,1796.0,1756169,3104782,18.25,False
2014-03-10,ESZ8,1793.5,1796.75,1783.75,1795.25,1167755,3080700,13.0,False
2014-03-11,ESZ8,1794.25,1800.25,1781.0,1783.25,1609666,3050825,19.25,False
2014-03-12,ESZ8,1782.75,1787.0,1771.75,1785.75,1666288,3000644,15.25,False
2014-03-13,ESZ8,1786.5,1792.75,1759.5,1764.75,1144194,935257,33.25,False
2014-03-14,ESZ8,1765.0,1771.25,1757.0,1758.0,2197833,1552144,14.25,False
2014-03-17,ESZ8,1757.25,1780.75,1748.5,1775.75,1854428,2004732,32.25,False
2014-03-18,ESZ8,1776.75,1792.0,1770.5,1788.75,2054342,2525016,21.5,False
2014-03-19,ESZ8,1789.0,1792.5,1767.0,1777.25,2004270,2756352,25.5,False
2014-03-20,ESZ8,1776.25,1791.5,1769.75,1791.0,1671773,2814864,21.75,False
2014-03-21,ESZ8,1789.75,1801.75,1780.5,1782.0,1750423,2815873,21.25,False
2014-03-24,ESZ8,1780.5,1791.0,1766.25,1774.5,1835881,2807336,24.75,False
2014-03-25,ESZ8,1775.25,1789.5,1773.0,1784.25,1657649,2796385,16.5,False
2014-03-26,ESZ8,1784.0,1793.75,1766.5,1767.5,1898746,2805754,27.25,False
2014-03-27,ESZ8,1770.0,1773.5,1759.0,1765.5,2031166,2788523,14.5,False
2014-03-28,ESZ8,1768.5,1784.5,1766.5,1775.5,1502152,2790968,18.0,False
2014-03-31,ESZ8,1780.0,1793.0,1780.0,1789.5,1572419,2792893,13.0,False
2014-04-01,ESZ8,1789.5,1803.75,1787.25,1802.75,1213329,2793964,16.5,False
2014-04-02,ESZ8,1802.75,1811.25,1801.25,1808.0,1181442,2797469,10.0,False
2014-04-03,ESZ8,1807.75,1812.5,1800.5,1808.0,1239722,2798619,12.0,False
2014-04-04,ESZ8,1809.25,1817.5,1780.75,1785.0,2496813,2782262,36.75,False
2014-04-07,ESZ8,1786.0,1786.75,1759.5,1763.0,2179083,2772342,27.25,False
2014-04-08,ESZ8,1765.0,1774.0,1755.75,1770.0,1854828,2752796,18.25,False
2014-04-09,ESZ8,1770.0,1791.5,1768.75,1789.75,1414210,2740044,22.75,False
2014-04-10,ESZ8,1790.75,1792.5,1748.75,1752.0,2378458,2782527,43.75,False
2014-04-11,ESZ8,1754.5,1757.0,1732.25,1736.75,2527152,2789974,24.75,False
2014-04-14,ESZ8,1731.0,1753.0,1728.25,1749.5,1885532,2792211,24.75,False
2014-04-15,ESZ8,1750.0,1769.0,1734.25,1764.5,2609484,2795750,34.75,False
2014-04-16,ESZ8,1767.75,1782.0,1765.5,1777.75,1255343,2757716,16.5,False
2014-04-17,ESZ8,1777.5,1788.75,1772.25,1783.0,1254621,2765393,16.5,False
2014-04-21,ESZ8,1784.25,1790.5,1781.5,1789.5,533891,2766346,9.0,False
2014-04-22,ESZ8,1789.25,1803.75,1785.75,1799.0,1106460,2778573,18.0,False
2014-04-23,ESZ8,1798.0,1805.75,1792.5,1798.0,1000557,2789027,13.25,False
2014-04-24,ESZ8,1804.0,1807.5,1788.75,1798.0,1577086,2805837,18.75,False
2014-04-25,ESZ8,1797.5,1798.75,1778.0,1785.0,1507792,2806635,20.75,False
2014-04-28,ESZ8,1786.75,1796.75,1769.0,1791.0,2065197,2816864,27.75,False
2014-04-29,ESZ8,1791.0,1800.25,1790.0,1796.75,1219110,2835160,10.25,False
2014-04-30,ESZ8,1795.5,1805.25,1791.25,1803.0,1502102,2827771,14.0,False
2014-05-01,ESZ8,1804.5,1807.75,1796.5,1802.75,938351,2822994,11.25,False
2014-05-02,ESZ8,1803.75,1811.0,1797.0,1799.5,1717169,2823037,14.0,False
2014-05-05,ESZ8,1800.5,1805.0,1785.5,1800.75,1176754,2833539,19.5,False
2014-05-06,ESZ8,1802.5,1806.5,1786.75,1789.25,1379161,2829593,19.75,False
2014-05-07,ESZ8,1789.0,1800.75,1779.5,1799.25,1999538,2850823,21.25,False
2014-05-08,ESZ8,1799.75,1809.75,1790.0,1797.25,1753107,2863857,19.75,False
2014-05-09,ESZ8,1795.25,1800.0,1787.5,1798.5,1476536,2861995,12.5,False
2014-05-12,ESZ8,1799.0,1819.0,1799.0,1817.75,1183703,2903749,20.0,False
2014-05-13,ESZ8,1818.5,1823.5,1817.0,1819.25,1076997,2927690,6.5,False
2014-05-14,ESZ8,1819.75,1822.25,1807.25,1810.25,1186879,2917070,15.0,False
2014-05-15,ESZ8,1810.75,1813.5,1784.0,1792.25,2247238,2927173,29.5,False
2014-05-16,ESZ8,1792.0,1800.75,1786.25,1799.75,1522446,2907323,14.5,False
2014-05-19,ESZ8,1801.25,1808.0,1790.75,1807.25,1035685,2913686,17.25,False
2014-05-20,ESZ8,1806.5,1809.5,1789.75,1793.0,1564172,2926404,19.75,False
2014-05-21,ESZ8,1793.5,1811.5,1791.5,1810.0,1358710,2960598,20.0,False
2014-05-22,ESZ8,1808.75,1819.0,1807.75,1815.25,1026615,2969158,11.25,False
2014-05-23,ESZ8,1815.25,1824.25,1814.5,1822.0,761557,2964687,9.75,False
2014-05-27,ESZ8,1823.0,1835.0,1822.0,1834.25,922499,2984253,13.0,False
2014-05-28,ESZ8,1834.75,1839.0,1829.5,1834.0,1062079,2988976,9.5,False
2014-05-29,ESZ8,1834.75,1843.0,1832.25,1843.0,981817,2995771,10.75,False
2014-05-30,ESZ8,1842.0,1847.25,1839.25,1846.5,1169034,2993669,8.0,False
2014-06-02,ESZ8,1846.25,1849.25,1838.75,1846.75,1053526,3000582,10.5,False
2014-06-03,ESZ8,1846.5,1848.5,1841.0,1847.0,948001,2999092,7.5,False
2014-06-04,ESZ8,1847.75,1852.0,1841.0,1850.75,917108,3004762,11.0,False
2014-06-05,ESZ8,1850.5,1865.75,1846.0,1863.5,1676659,3004963,19.75,False
2014-06-06,ESZ8,1863.5,1874.75,1862.75,1874.25,1205739,3002048,12.0,False
2014-06-09,ESZ8,1874.25,1879.75,1870.75,1875.25,1026966,2967325,9.0,False
2014-06-10,ESZ8,1874.25,1876.75,1868.0,1875.5,1038073,2880779,8.75,False
2014-06-11,ESZ8,1875.75,1876.0,1863.5,1869.0,1348569,2675663,12.5,False
2014-06-12,ESZ8,1869.0,1872.75,1849.75,1855.5,770064,997767,23.0,False
2014-06-13,ESZ8,1855.75,1862.0,1851.25,1860.5,1525197,1494709,10.75,False
2014-06-16,ESZ8,1860.25,1865.75,1851.25,1861.5,1739592,1991427,14.5,False
2014-06-17,ESZ8,1861.25,1868.0,1856.0,1866.0,1817231,2500698,12.0,False
2014-06-18,ESZ8,1865.75,1882.5,1861.5,1881.25,1759084,2728287,21.0,False
2014-06-19,ESZ8,1880.25,1884.5,1876.25,1882.5,1422610,2802321,8.25,False
2014-06-20,ESZ8,1881.25,1889.0,1880.5,1885.5,1162086,2821923,8.5,False
2014-06-23,ESZ8,1885.0,1892.0,1882.25,1885.25,1024411,2853357,9.75,False
2014-06-24,ESZ8,1883.5,1892.25,1872.0,1875.5,1530560,2855130,20.25,False
2014-06-25,ESZ8,1874.5,1885.5,1869.5,1881.75,1532088,2872653,16.0,False
2014-06-26,ESZ8,1881.0,1884.75,1868.5,1881.0,1486643,2868132,16.25,False
2014-06-27,ESZ8,1880.5,1886.25,1875.0,1884.25,1176129,2891207,11.25,False
2014-06-30,ESZ8,1884.0,1889.0,1880.25,1884.75,1155861,2925452,8.75,False
2014-07-01,ESZ8,1886.75,1904.0,1885.75,1898.0,1455654,2929352,18.25,False
2014-07-02,ESZ8,1898.5,1902.25,1896.75,1900.0,920982,2915129,5.5,False
2014-07-03,ESZ8,1900.25,1910.5,1898.25,1909.75,846127,2906788,12.25,False
2014-07-07,ESZ8,1909.25,1909.75,1899.5,1903.25,1151705,2904863,10.25,False
2014-07-08,ESZ8,1902.75,1903.0,1885.0,1892.75,1776514,2915133,18.0,False
2014-07-09,ESZ8,1892.75,1900.5,1890.5,1899.5,1393006,2915996,10.0,False
2014-07-10,ESZ8,1899.75,1900.5,1877.5,1890.0,1972746,2908909,23.0,False
2014-07-11,ESZ8,1889.5,1895.75,1885.25,1894.75,1364154,2880205,10.5,False
2014-07-14,ESZ8,1895.0,1906.25,1894.75,1903.25,1003831,2909158,11.5,False
2014-07-15,ESZ8,1903.5,1908.5,1891.0,1900.25,1905617,2918047,17.5,False
2014-07-16,ESZ8,1900.25,1910.25,1899.25,1907.0,1320381,2927567,11.0,False
2014-07-17,ESZ8,1903.5,1908.25,1880.75,1885.75,2441561,2941204,27.5,False
2014-07-18,ESZ8,1881.5,1906.5,1874.75,1903.75,1796625,2949424,31.75,False
2014-07-21,ESZ8,1902.5,1903.75,1891.25,1898.5,1414256,2936374,12.5,False
2014-07-22,ESZ8,1898.0,1912.75,1897.5,1907.25,1274851,2934875,15.25,False
2014-07-23,ESZ8,1905.25,1915.75,1905.0,1913.0,1149621,2941364,10.75,False
2014-07-24,ESZ8,1913.25,1918.0,1909.0,1913.0,1165644,2943169,9.0,False
2014-07-25,ESZ8,1911.0,1913.0,1900.25,1903.75,1426906,2929174,12.75,False
2014-07-28,ESZ8,1903.0,1908.25,1893.0,1905.25,1368020,2938486,15.25,False
2014-07-29,ESZ8,1904.75,1911.75,1894.25,1895.25,1509091,2944211,17.5,False
2014-07-30,ESZ8,1896.5,1906.5,1888.75,1897.25,1768972,2928531,17.75,False
2014-07-31,ESZ8,1897.25,1897.75,1855.75,1857.0,2772401,2936401,42.0,False
2014-08-01,ESZ8,1858.25,1864.5,1842.5,1850.75,2886317,2901142,22.0,False
2014-08-04,ESZ8,1851.75,1869.75,1847.0,1864.25,1605356,2896652,22.75,False
2014-08-05,ESZ8,1863.25,1865.5,1839.75,1845.25,2137277,2897573,25.75,False
2014-08-06,ESZ8,1847.0,1855.75,1835.25,1847.0,1705227,2891258,20.5,False
2014-08-07,ESZ8,1847.0,1858.0,1832.0,1837.5,1954046,2916013,26.0,False
2014-08-08,ESZ8,1837.5,1860.5,1822.5,1856.0,1904778,2901948,38.0,False
2014-08-11,ESZ8,1855.75,1873.25,1855.5,1864.75,1178957,2910845,17.75,False
2014-08-12,ESZ8,1866.25,1871.0,1855.75,1862.75,1234217,2920411,15.25,False
2014-08-13,ESZ8,1864.5,1878.75,1863.0,1877.0,1120054,2932233,15.75,False
2014-08-14,ESZ8,1878.25,1887.25,1874.25,1885.75,967191,2947976,13.0,False
2014-08-15,ESZ8,1886.5,1893.25,1869.5,1884.75,1813411,2930057,23.75,False
2014-08-18,ESZ8,1888.0,1901.25,1888.0,1899.75,890465,2937357,13.25,False
2014-08-19,ESZ8,1900.75,1912.0,1900.5,1909.5,868384,2960508,11.5,False
2014-08-20,ESZ8,1910.0,1918.25,1905.25,1915.5,1058754,2954359,13.0,False
2014-08-21,ESZ8,1915.0,1924.25,1913.0,1921.75,841545,2962627,11.25,False
2014-08-22,ESZ8,1922.0,1923.75,1913.75,1920.0,1115885,2959504,10.0,False
2014-08-25,ESZ8,1922.25,1932.0,1921.0,1927.25,853066,2972614,11.0,False
2014-08-26,ESZ8,1926.75,1935.0,1924.5,1930.75,878014,2973216,10.5,False
2014-08-27,ESZ8,1931.5,1932.75,1925.75,1929.25,761368,2996449,7.0,False
2014-08-28,ESZ8,1929.0,1931.75,1919.75,1929.0,1088971,3004649,12.0,False
2014-08-29,ESZ8,1931.5,1936.0,1924.5,1933.75,1042385,3011118,11.5,False
2014-09-02,ESZ8,1931.25,1938.5,1925.0,1932.0,1244899,3008458,13.5,False
2014-09-03,ESZ8,1932.75,1943.25,1928.5,1931.0,1297828,3009547,14.75,False
2014-09-04,ESZ8,1931.0,1942.25,1923.0,1930.0,1519084,3005614,19.25,False
2014-09-05,ESZ8,1931.25,1940.0,1920.5,1938.25,1693274,2989310,19.5,False
2014-09-08,ESZ8,1938.75,1939.0,1926.25,1932.75,1212909,2992833,12.75,False
2014-09-09,ESZ8,1932.5,1935.25,1915.5,1922.0,1768258,3017688,19.75,False
2014-09-10,ESZ8,1921.75,1928.5,1913.75,1927.25,1590462,2885062,14.75,False
2014-09-11,ESZ8,1927.0,1931.75,1917.5,1929.25,803889,945046,14.25,False
2014-09-12,ESZ8,1931.5,1931.75,1911.5,1917.0,1861290,1556670,20.25,False
2014-09-15,ESZ8,1914.0,1919.25,1908.25,1916.25,1742226,2018909,11.0,False
2014-09-16,ESZ8,1917.0,1934.75,1910.5,1931.75,2081652,2509195,24.25,False
2014-09-17,ESZ8,1931.75,1943.5,1923.5,1934.0,2039712,2714990,20.0,False
2014-09-18,ESZ8,1935.75,1947.0,1933.25,1944.75,1402964,2796367,13.75,False
2014-09-19,ESZ8,1946.25,1954.75,1938.5,1944.0,1670453,2794169,16.25,False
2014-09-22,ESZ8,1942.25,1943.25,1922.75,1926.5,1578996,2785075,20.5,False
2014-09-23,ESZ8,1924.25,1928.25,1908.5,1912.5,1631355,2795261,19.75,False
2014-09-24,ESZ8,1910.0,1932.75,1909.75,1931.25,1566690,2810957,23.0,False
2014-09-25,ESZ8,1931.0,1931.75,1898.0,1901.75,2318873,2797856,33.75,False
2014-09-26,ESZ8,1901.25,1919.5,1896.75,1916.25,1680945,2793774,22.75,False
2014-09-29,ESZ8,1915.0,1917.25,1895.75,1909.75,1786769,2802910,21.5,False
2014-09-30,ESZ8,1909.0,1918.5,1900.75,1905.75,1991628,2794635,17.75,False
2014-10-01,ESZ8,1901.25,1907.25,1874.0,1881.0,2450968,2790666,33.25,False
2014-10-02,ESZ8,1881.0,1886.0,1858.5,1878.75,2721573,2751445,27.5,False
2014-10-03,ESZ8,1878.75,1904.75,1876.0,1900.5,1556834,2738142,28.75,False
2014-10-06,ESZ8,1901.25,1911.25,1890.75,1896.25,1727529,2745847,20.5,False
2014-10-07,ESZ8,1893.5,1896.5,1864.5,1868.25,2166031,2769360,32.0,False
2014-10-08,ESZ8,1866.5,1904.25,1858.25,1902.0,2521875,2735211,46.0,False
2014-10-09,ESZ8,1901.75,1908.75,1855.5,1865.25,3103761,2726452,53.25,True
2014-10-10,ESZ8,1857.25,1871.5,1833.5,1834.5,3069299,2749030,38.0,False
2014-10-13,ESZ8,1832.25,1846.25,1804.0,1805.75,2948075,2823640,42.25,False
2014-10-14,ESZ8,1806.5,1833.0,1805.0,1815.0,3114778,2820880,28.0,False
2014-10-15,ESZ8,1818.5,1823.5,1753.25,1787.0,4661757,2891394,70.25,True
2014-10-16,ESZ8,1787.0,1810.0,1755.5,1790.75,3368379,2822638,54.5,True
2014-10-17,ESZ8,1793.25,1832.0,1791.25,1821.25,2579053,2819776,40.75,False
2014-10-20,ESZ8,1824.25,1844.75,1812.5,1840.25,1653127,2799510,32.25,False
2014-10-21,ESZ8,1843.75,1880.0,1826.0,1878.25,2239114,2816714,54.0,True
2014-10-22,ESZ8,1878.5,1884.0,1860.5,1865.25,2022453,2828457,23.5,False
2014-10-23,ESZ8,1864.75,1896.5,1862.5,1886.25,2014997,2844152,34.0,False
2014-10-24,ESZ8,1886.25,1901.5,1872.0,1900.0,1601260,2829899,29.5,False
2014-10-27,ESZ8,1900.5,1906.0,1884.75,1897.25,1452059,2833776,21.25,False
2014-10-28,ESZ8,1898.0,1921.0,1897.0,1920.25,1571000,2856633,24.0,False
2014-10-29,ESZ8,1916.25,1926.0,1902.25,1912.5,1895667,2854076,23.75,False
2014-10-30,ESZ8,1912.0,1934.5,1899.5,1928.75,1980796,2883991,35.0,False
2014-10-31,ESZ8,1928.0,1957.0,1927.0,1951.75,1924396,2822107,30.0,False
2014-11-03,ESZ8,1951.5,1959.5,1947.25,1951.25,1361523,2813514,12.25,False
2014-11-04,ESZ8,1950.75,1954.0,1935.5,1945.75,1524332,2837987,18.5,False
2014-11-05,ESZ8,1946.5,1960.75,1944.0,1959.0,1574778,2856834,16.75,False
2014-11-06,ESZ8,1958.75,1969.5,1951.0,1968.25,1434905,2863233,18.5,False
2014-11-07,ESZ8,1967.5,1973.75,1960.75,1966.25,1282437,2851049,13.0,False
2014-11-10,ESZ8,1966.0,1975.25,1961.25,1974.25,967814,2863436,14.0,False
2014-11-11,ESZ8,1974.0,1979.25,1971.25,1976.75,779708,2868786,8.0,False
2014-11-12,ESZ8,1976.75,1977.5,1967.0,1976.25,1082280,2922873,10.5,False
2014-11-13,ESZ8,1975.0,1984.0,1967.0,1974.25,1541477,2937647,17.0,False
2014-11-14,ESZ8,1973.25,1980.0,1972.25,1978.25,1047384,2924312,7.75,False
2014-11-17,ESZ8,1978.75,1980.75,1965.5,1980.0,1061143,2924341,15.25,False
2014-11-18,ESZ8,1979.5,1994.25,1976.0,1988.75,1146480,2934115,18.25,False
2014-11-19,ESZ8,1989.0,1990.75,1978.0,1987.5,1188471,2933002,12.75,False
2014-11-20,ESZ8,1987.25,1993.0,1975.5,1992.25,1130058,2959677,17.5,False
2014-11-21,ESZ8,1992.5,2012.5,1990.0,2002.0,1634315,2957158,22.5,False
2014-11-24,ESZ8,2002.5,2009.25,2001.0,2007.75,793915,2958213,8.25,False
2014-11-25,ESZ8,2007.5,2013.25,2003.0,2007.75,977855,2955905,10.25,False
2014-11-26,ESZ8,2008.5,2015.5,2005.5,2012.5,743541,2945186,10.0,False
2014-11-28,ESZ8,2014.25,2015.0,2003.75,2006.5,783116,2959182,11.25,False
2014-12-01,ESZ8,2003.5,2004.25,1988.5,1991.0,1471696,2948066,15.75,False
2014-12-02,ESZ8,1991.25,2008.25,1991.0,2006.25,1152160,2962937,17.25,False
2014-12-03,ESZ8,2006.75,2016.25,2003.5,2012.75,925314,2944324,12.75,False
2014-12-04,ESZ8,2013.25,2017.5,2001.5,2012.25,1374378,2946103,16.0,False
2014-12-05,ESZ8,2012.0,2019.25,2008.75,2016.25,1148282,2908207,10.5,False
2014-12-08,ESZ8,2016.0,2017.75,1994.0,1999.75,1414138,2874241,23.75,False
2014-12-09,ESZ8,2000.5,2002.5,1973.5,1997.75,1893729,2818803,29.0,False
2014-12-10,ESZ8,1998.0,2000.25,1963.5,1966.75,2376052,2651642,36.75,False
2014-12-11,ESZ8,1967.0,1996.75,1964.25,1971.25,873589,916477,32.5,False
2014-12-12,ESZ8,1969.75,1972.75,1937.0,1937.75,2464056,1422793,35.75,False
2014-12-15,ESZ8,1937.75,1959.5,1921.75,1930.5,2811936,1818446,37.75,False
2014-12-16,ESZ8,1931.75,1958.5,1908.75,1912.25,3365454,2291872,49.75,False
2014-12-17,ESZ8,1914.0,1958.25,1913.25,1955.5,2765611,2634656,45.0,False
2014-12-18,ESZ8,1955.25,2010.0,1951.75,2007.25,2358167,2767647,58.25,True
2014-12-19,ESZ8,2007.5,2023.5,2003.75,2014.25,1765615,2720187,19.75,False
2014-12-22,ESZ8,2012.25,2023.25,2011.25,2019.75,858554,2719678,12.0,False
2014-12-23,ESZ8,2020.25,2031.75,2018.75,2026.25,777814,2732725,13.0,False
2014-12-24,ESZ8,2026.0,2030.75,2024.25,2026.0,235054,2732874,6.5,False
2014-12-26,ESZ8,2026.0,2036.0,2025.75,2031.5,309281,2728564,10.25,False
2014-12-29,ESZ8,2033.25,2036.0,2023.25,2033.0,636345,2739712,12.75,False
2014-12-30,ESZ8,2034.75,2035.75,2020.25,2024.0,718028,2741375,15.5,False
2014-12-31,ESZ8,2023.5,2030.0,1998.0,1999.75,836223,2769700,32.0,False
2015-01-02,ESZ8,2002.25,2014.5,1986.0,1993.5,1358348,2746750,28.5,False
2015-01-05,ESZ8,1993.0,1995.5,1956.75,1963.25,2033774,2735166,38.75,False
2015-01-06,ESZ8,1966.25,1970.75,1931.5,1941.75,2345361,2738793,39.25,False
2015-01-07,ESZ8,1943.75,1971.0,1943.0,1966.75,1760658,2719370,28.0,False
2015-01-08,ESZ8,1967.75,2005.75,1967.5,2002.25,1555733,2717604,38.25,False
2015-01-09,ESZ8,2001.0,2009.25,1978.5,1982.5,1907571,2678435,30.75,False
2015-01-12,ESZ8,1981.75,1995.5,1962.5,1969.75,1622204,2677998,33.0,False
2015-01-13,ESZ8,1971.0,1999.0,1948.25,1963.25,2496445,2702231,50.75,True
2015-01-14,ESZ8,1964.5,1966.75,1928.5,1954.75,2516599,2701273,38.25,False
2015-01-15,ESZ8,1957.0,1974.5,1925.5,1936.25,2259660,2742502,49.0,False
2015-01-16,ESZ8,1928.0,1961.5,1917.5,1960.25,2017979,2687724,44.0,False
2015-01-20,ESZ8,1960.75,1973.75,1944.75,1964.0,1807759,2693173,29.0,False
2015-01-21,ESZ8,1963.0,1980.0,1952.5,1973.75,1639269,2688767,27.5,False
2015-01-22,ESZ8,1974.0,2006.5,1966.5,2003.75,1834361,2701326,40.0,False
2015-01-23,ESZ8,2003.75,2009.75,1989.5,1991.25,1353089,2690889,20.25,False
2015-01-26,ESZ8,1982.25,2002.25,1972.75,2000.75,1264468,2696298,29.5,False
2015-01-27,ESZ8,2001.25,2002.0,1960.5,1977.25,1957000,2684751,41.5,False
2015-01-28,ESZ8,1983.75,1993.75,1938.5,1938.75,2087277,2743997,55.25,True
2015-01-29,ESZ8,1940.75,1967.25,1929.25,1965.75,2124643,2721183,38.0,False
2015-01-30,ESZ8,1966.5,1967.75,1933.5,1935.75,2353992,2740382,34.25,False
2015-02-02,ESZ8,1937.75,1965.75,1921.0,1964.25,2038824,2710794,44.75,False
2015-02-03,ESZ8,1962.25,1991.25,1954.25,1989.25,1705780,2714102,37.0,False
2015-02-04,ESZ8,1987.75,1996.5,1970.0,1977.25,1696963,2728704,26.5,False
